media,judul,konten,,
Merdeka7,Seskab pastikan menteri jadi timses Jokowi-Ma'ruf tidak ganggu kerja pemerintah | merdeka.com,"	 Merdeka.com - Beberapa menteri Kabinet Kerja masuk dalam timses Joko Widodo - Ma'ruf Amin di Pilpres 2019 mendatang. Sekretaris Kabinet, Pramono Anung, memastikan keterlibatan mereka tidak akan mengganggu kerja sebagai menteri.""Kalau beberapa menteri kan lebih pada pengarah. Pengarah itu kan mengarahkan, tidak seperti yang di bawahnya ya direktur, tim teknis, dan sebagainya. Sehingga konsentrasi di kementeriannya tidak akan terganggu,"" jelas Pramono di Kompleks Istana Kepresidenan,  Jakarta, Senin (20/8).Bekas Sekjen PDI Perjuangan ini memastikan menteri yang jadi timses Jokowi-Ma'ruf tidak akan turun langsung ke lapangan untuk berkampanye. Mereka hanya memberikan petunjuk kepada tim pelaksana kampenye sembari menjalankan tugas negara seperti biasa.""Enggak ada orasi-orasian, menteri kerja saja,"" tutur dia.Tak berbeda dengan menteri, Jokowi sebagai Capres juga tidak akan berkampanye besar-besaran seperti pada Pilpres 2014. Pramono mengatakan, Jokowi nantinya tetap fokus bekerja sebagai Kepala Negara.""Sebagai Presiden incumben beliau menitikberatkan pada kerja yang sudah dilakukan selama ini. Sehingga dengan demikian beliau akan ambil posisi pada kerja seperti biasa, kecuali ya memang debat-debat dan sebagainya,"" ujarnya.Hari ini, sekjen parpol Koalisi Indonesia Kerja (KIK) menyerahkan daftar nama Tim Kampanye Nasional (TKN) Joko Widodo-Ma'ruf Amin kepada Komisi Pemilihan Umum (KPU). Dalam daftar tersebut ada beberapa nama menteri Kabinet Kerja yang bergabung dalam timses.Nama menteri nonpartai yang bergabung dalam tim tersebut yakni Kepala Staf Kepresidenan Moeldoko dan Menteri Keuangan Sri Mulyani. Moeldoko ditunjuk sebagai salah satu wakil ketua TKN sementara Sri Mulyani masuk ke Dewan Pengarah TKN Joko Widodo-Ma'ruf Amin. [lia]",,
Merdeka7,Sekjen PDIP jamin netralitas JK meski masuk tim kampanye Jokowi | merdeka.com,"	 Merdeka.com - Nama Wakil Presiden Jusuf Kalla (JK) masuk ke dalam tim kampanye nasional Joko Widodo-Ma'ruf Amin sebagai dewan pengarah. Sekretaris Jenderal PDI Perjuangan Hasto Kristiyanto menjamin pelibatan JK di TKN Jokowi-Ma'ruf tidak akan mempengaruhi netralitasnya sebagai Wapres.""Oh tidak. Karena inikan kesinambungan dengan pemerintahan sebelumnya. Apapun Pak Jokowi-Kiai Ma'ruf adalah kesinambungan dari pemerintahan Jokowi-JK,"" kata Hasto di Kantor KPU, Jalan Imam Bonjol,  Jakarta, Senin (20/8).Hasto menjelaskan, nantinya JK akan bertugas memberikan rekomendasi dan pertimbangan atas pelaksanaan TKN Jokowi-Ma'ruf.Sementara itu, kata Hasto, tugas dewan penasihat adalah menyampaikan nasihat-nasihat agar proses pemenangan Jokowi-Ma'ruf sesuai nilai kebangsaan dan tidak memecah belah bangsa.Dewan pengarah ini akan diisi oleh 9 ketua umum partai KIK. Di antaranya, Ketum PDIP Megawati Soekarnoputri, Ketum Partai Golkar Airlangga Hartarto, Ketum PKB Muhaimin Iskandar, Ketum Partai NasDem,Surya Paloh, M, Romahurmuziy, Ketum Partai Hanura Osman Sapta, Ketum Perindo Hary Tanoesoedibjo, Ketum PKPI Diaz Hendropriyono dan Ketum PSI Grace Natalie.""Pengarah itu sifatnya direction, sedangkan penasihat itu lebih kepada aspek wisdomnya dan juga kebangsaan, nilai-nilai fundamental yang kita jaga dari tim kampanye, jangan sampai kampanye memecah persatuan bangsa,"" ujarnya. [rnd]",,
Merdeka7,9 Sekjen KIK setor 150 nama Tim Kampanye Nasional Jokowi-Ma'ruf ke KPU | merdeka.com,"	 Merdeka.com - Koalisi Indonesia Kerja (KIK) telah menyerahkan struktur tim kampanye nasional Joko Widodo-Ma'ruf Amin ke Komisi Pemilihan Umum (KPU). Ada sekitar 150 nama yang terlibat dalam tim kampanye nasional Jokowi-Ma'ruf. Namun, nama-nama yang disetor masih bisa berubah dan diperbaiki sampai 21 September mendatang.""Hari ini kami sekali lagi melengkapi susunan dan komposisi dari tim kampanye nasional, di mana berdasarkan peraturan KPU susunan ini masih bisa diperbaiki, sampai satu hari menjelang pelaksanaan hari kampanye itu yaitu pada tanggal 21 september,"" kata Sekjen PDI Perjuangan Hasto Kristiyanto di Kantor KPU, Jalan Imam Bonjol, Menteng,  Jakarta, Senin (20/8).Hasto mengatakan, ketua tim kampanye nasional Jokowi-Ma'ruf masih dikosongkan. Hasto menyebut ketua TKN akan diputuskan langsung oleh Jokowi-Ma'ruf. Saat ini, Jokowi masih fokus Asian Games dan penanganan bencana gempa di Lombok, NTB.""Ketua tim kampanye nasional itu masih menunggu keputusan dari pasangan calon, karena kami juga tidak mengganggu kesibukan bapak presiden yang saat ini berkonsentrasi terhadap pelaksanaan Asian Games dan juga membantu untuk penanganan bencana di NTB Lombok,"" ujarnya.Dewan Penasihat TKN dijabat oleh 9 ketum parpol KIK yakni: Megawati Soekarnoputri, Airlangga Hartarto, Muhaimin Iskandar, Surya Paloh, M, Romahurmuziy, Osman Sapta, Hary Tanoe Soedibyo, Diaz Hendropriyono dan Grace Natalie.Adapun Dewan Pengarah TKN diisi Jusuf Kalla, Try Sutrisno, Puan Maharani, Pramono Anung Wibowo, Sri Mulyani, Agung Laksnono, Akbar Tanjung, Dimyati Rais, Siswono Yudho Husodo, Suharso Monoarfa, Sidarto Danusubroto, dan Laksamana TNI (Purn) Marsetyo.Untuk posisi Wakil Ketua TKN akan diisi oleh Kepala Staf Kepresidenan Jenderal (Purn) Moeldoko, Sekjen Partai Golkar Lodewijk Paulus, Sekjen PKB Abdul Kadir Karding, Sekjen Partai NasDem Jhonny G Plate, Sekjen PPP Arsul Sani, Sekjen Partai Hanura Herry Lontung Siregar, Hajrianto Y Thohari dan Wasekjen PDIP Eriko Sutarduga.Sekretaris tim kampanye nasional diisi Sekjen PDIP Hasto Kristyanto. Wakil sekretaris ditempati Verry Surya Hendrawan (Sekjen PKPI), Ahmad Rofiq (Sekjen Perindo), Raja Juli Antoni (Sekjen PSI), dan Dewi Soeharto.Selanjutnya, bendahara tim kampanye nasional ditempati pengusaha Sakti Wahyu Trenggono, Politikus Golkar Agus Gumiwang Kartasasmita. Wakil Bendahara ditunjuk Juliari Batubara (PDIP), Amir Uskara (PPP), Jazilul Fawaid ( Wasekjen PKB), bos batu bara Kalimantan Selatan Syamsudin Andri Arsyad, Rerie Lestari Moerdijat (NasDem), dan pengusaha Dudy Purwagandhi.Sementara itu, koordinator pemenangan pemilu partai merupakan ex-officio dari ketua badan pemenangan pemilu legislatif parpol KIK. Seperti Marwan Jafar dari PKB, masuk dalam Ketua Lembaga Pemenangan Legislatif Partai Kolisi Indoneaia Kerja yang menjadi bagian penting tim pemenangan bersama dengan Bambang DH dari PDI Perjuangan, Effendy Choirie dari Nasdem, dan dari partai koalisi lain seperti Golkar, PPP, Hanura, Perindo, PSI, dan PKPI.Sementara pengarah teritorial adalah para kepala daerah dan para wakil kepala daerah KIK.Untuk juru bicara tim kampanye akan dipegang oleh Juru Bicara Kepresidenan Johan Budi, Wasekjen PDI Perjuangan Ahmad Basarah, Ace Hasan Syadzily (Golkar), Irma Suryani Chaniago (NasDem), Wakil Ketua Komite Ekonomi dan Industri Nasional (KEIN) Arif Budimanta, dan Arya Sinulingga (Perindo).Adapun 11 direktur yang memimpin 11 direktorat yakni:1. Direktur Perencanaan: Ario Bimo2. Direktur Konten: Fikri Satari3. Direktur Komunikasi Politik: Usman Kansong4. Direktur Media dan Sosmed: Yadi Hendriyana5. Direktur Kampanye: Beni Ramdani6. Direktur Pemilih Muda: Adi Kusuma7. Direktur Penggalangan dan Jaringan: belum ditentukan8. Direktur Logistik dan APKB: Marsma TNI (Purn) Usra Hendra Harahap9. Direktur Hukum dan Advokasi: Irwan Pulungan10. Direktur Saksi: Arief Wibowo11. Direktur Relawan: Maman Imanul Haq [lia]",,
Merdeka7,Cak Imin nilai ketua tim Jokowi-Ma'ruf harus mampu jaga rahasia | merdeka.com,"	 Merdeka.com - Ketua Umum Partai Kebangkitan Bangsa (PKB) Muhaimin Iskandar atau yang akrab disapa Cak Imin membeberkan beberapa kriteria untuk ketua tim pemenangan pasangan bakal calon presiden dan wakil presiden Presiden Joko Widodo (Jokowi) dan KH Ma'ruf Amin. Salah satu di antaranya, kata Cak Imin, ketua tim pemenangan Jokowi-Ma'ruf haruslah bisa menjaga rahasia.""Ya memang harus rapi toh, orang yang mempunyai kemampuan, kemauan, motivasi dan juga menyimpan rahasia, kalau enggak bahaya, kalau enggak menyimpan rahasia,"" kata Cak Imin di Kompleks Parlemen, Senayan,  Jakarta, Senin (20/8).Pria yang juga menjabat sebagai Wakil Ketua MPR ini mengaku belum mengetahui siapa sosok ketua tim pemenangan untuk Jokowi-Ma'ruf. Dia hanya bisa menegaskan bahwa sosok itu tentunya harus bisa berkorban dan juga berintegritas.""Enggak, yang nomor satu kualitas integritas kemampuan kemudian mau berkorban,"" ucapnya.Diketahui, sembilan sekjen partai Koalisi Indonesia Kerja (KIK) berkunjung ke Komisi Pemilihan Umum (KPU) siang ini. Kedatangan para sekjen itu untuk menyerahkan berkas tambahan persyaratan kelengkapan berkas pasangan bakal calon presiden dan wakil presiden Joko Widodo-Ma'ruf Amin. Salah satunya terkait struktur tim kampanye nasional (TKN).""Rencana jam 2 nanti para sekjen yang tergabung dalam TKN akan datang ke KPU untuk sampaikan beberapa syarat administrasi. Salah satunya adalah susunan tim kampanye nasional,"" kata Sekjen PKB Abdul Kadir Karding di Media Center TKN Jokowi-Ma'ruf di Jalan Cemara, Menteng,Jakarta, Senin (20/8).Namun, berkas struktur TKN Jokowi-Ma'ruf tidak menyertakan nama ketua tim. Karding menyebut kelengkapan posisi ketua tim TKN Jokowi-Ma'ruf kemungkinan menyusul.""Masih rahasia. Kemungkinan akan menyusul,"" ujarnya. [rnd]",,
Merdeka7,Prabowo-Sandiaga akan bentuk Satgas Agama dalam tim pemenangan | merdeka.com,"	 Merdeka.com - Tim pemenangan Prabowo Subianto-Sandiaga Uno akan membentuk Satuan Tugas (Satgas) Agama, yang akan diisi sejumlah tokoh lintas agama. Hal itu disampaikan langsung oleh Wakil Ketua Dewan Pembina Partai Gerindra Djoko Santoso.""Ada Satgas Agama,"" kata Djoko di Kantor DPP Partai Gerindra, Ragunan,  Jakarta Selatan, Senin (20/8).Lalu, saat ditanya apakah Satgas Agama tersebut nantinya juga akan diisi oleh pentolan Front Pembela Islam (FPI) Habib Rizieq Syihab dan Mantan ketua Mahkamah Konstitusi (MK), Mahfud MD, dirinya enggan untuk mengungkapkan hal itu.Dia mengaku akan segera mengumumkan sejumlah nama yang masuk dalam tim pemenangan Prabowo-Sandi setelah disetujui oleh semua partai koalisi yakni PAN, PKS dan Demokrat.""Saya tidak bersedia untuk mengumumkan, karena nanti kalau terjadi perubahan enggak bagus,"" ungkapnya.Dirinya pun menuturkan, pihaknya sedang melakukan pengumpulan beberapa nama yang akan masuk dalam tim pemenangan Prabowo-Sandiaga. Nantinya, nama itu akan dikoordinasikan dengan PAN, PKS dan Demokrat pada 4 September 2018 mendatang.""(Akan dibawa ke koalisi) Tanggal 4 ya, kami terus update, dan itu diharapkan merupakan mufakat dari seluruh partai koalisi,"" tuturnya.Djoko pun mengaku siap untuk maju menjadi Ketua Tim Pemenangan Prabowo-Sandi pada Pilpres 2019 mendatang.""Yang jelas siap, orang bertempur mengahadapi peluru saja berani,"" tandasnya. [rnd]",,
Merdeka7,JK dan Sri Mulyani jadi dewan pengarah tim kampanye Jokowi-Ma'ruf | merdeka.com,"	 Merdeka.com - Sembilan sekjen parpol Koalisi Indonesia Kerja menyerahkan berkas struktur tim kampanye nasional (TKN) pasangan bakal calon presiden dan wakil presiden, Joko Widodo-Ma'ruf Amin ke Komisi Pemilihan Umum. Ada nama Wapres Jusuf Kalla dan Menteri Keuangan Sri Mulyani dalam struktur TKN Jokowi-Ma'ruf.Sekjen PDI Perjuangan, Hasto Kristiyanto mengatakan Jusuf Kalla dan Sri Mulyani menjadi dewan pengarah TKN Jokowi-Ma'ruf. Selain JK dan Srimulyani, ada pula nama mantan Wapres Try Sutrisno, Seskab Pramono Anung, Wakil Ketua Dewan Kehormatan Golkar Akbar Tanjung, Ketua Dewan Syuro PKB Dimyati Rois, Ketua Majelis Pertimbangan PPP Suharso Monoarfa.""Kemudian sebagai dewan pengarah. Satu, Haji Muhammad Yusuf Kalla. Dua, bapak Try Sutrisno. Ketiga, Puan Maharani, keempat Bapak Pramono Anung Wibowo, kelima Ibu Sri Mulyani,"" kata Hasto di Kantor KPU, Jalan Imam Bonjol, Menteng,  Jakarta, Senin (20/8).""Keenam, bapak Agung Laksono, ketujuh Bapak Akbar Tanjung, ke delapan KH Dimyati Rois, kesembilan Bapak Siswono Yudhohusodo, kesepuluh Bapak Suharso Monoarfa, kesebelas Bapak Sidarto Tanusubroto. Kedua belas Laksamana TNI Purn Prof Marsetyo,"" ujarnya.Hasto menjelaskan, para ketua umum partai pendukung Jokowi-Ma'ruf akan mengisi jajaran dewan penasihat.""Sebagai dewan penasihat adalah seluruh ketum parpol dari koalisi Indonesia Kerja. Pertama, ibu Megawati Soekarnoputri, kedua bapak Airlangga Hartanto, ketiga bapak Muhaimin Iskandar, keempat bapak Surya Paloh. Kelima bapak Romahurmuziy, keenam bapak Osman Sapta, ketujuh bapak Hari Tanoesoedibjo, kedelapan bapak Diaz Hendropriyono, kesembilan ibu Grace Natalie,"" paparnya.Untuk posisi ketua tim kampanye nasional Jokowi-Ma'ruf masih dikosongkan. Hasto menyebut ketua TKN akan diputuskan Jokowi-Ma'ruf. Saat ini, Jokowi masih fokus Asian Games dan penanganan bencana gempa di Lombok, NTB.""Ketua tim kampanye nasional itu masih menunggu keputusan dari pasangan calon, karena kami juga tidak mengganggu kesibukan bapak presiden yang saat ini berkonsentrasi terhadap pelaksanaan Asian Games dan juga membantu untuk penanganan bencana di NTB Lombok,"" bebernya.Lebih lanjut, Hasto menyebut, struktur TKN Jokowi-Ma'ruf masih bisa diperbaiki satu hari sebelum pelaksanaan kampanye pada (21/9) mendatang.""Hari ini kami sekali lagi melengkapi susunan dan komposisi dari tim kampanye nasional, dimana berdasarkan peraturan KPU susunan ini masih bisa diperbaiki, sampai satu hari menjelang pelaksanaan hari kampanye itu yaitu pada tanggal 21 september. Batas akhir untuk menyempurnakan susunan tim kampanye,"" tandasnya. [dan]",,
Merdeka7,Gerindra nilai tudingan Sandiaga beri mahar Rp 500 M sulit dibuktikan | merdeka.com,"	 Merdeka.com - Wakil Ketua Umum Partai Gerindra Ferry Juliantono menuturkan, sulit untuk membuktikan dugaan mahar politik Rp 500 miliar Sandiaga Uno kepada PAN dan PKS. Sepanjang informasi yang dicuitkan Wakil Sekretaris Jenderal Partai Demokrat Andi Arief, tak disertai bukti yang bisa diproses hukum.""Menurut saya silakan kalau sudah tapi kan itu kami menyampaikan bahwa sepanjang itu Twitter atau di Medsos, tidak disertai bukti secara hukum, bukan fakta hukum kemudian layak dan patut dibawa di persidangan Bawaslu,"" kata Ferry di kawasan Tanah Abang,  Jakarta Pusat, Senin (20/8).Gerindra menanggapi santai tuduhan mahar Sandiaga untuk mengamankan posisi cawapres Prabowo Subianto. Menurutnya, saat ini Ketua Umum Partai Demokrat Susilo Bambang Yudhoyono (SBY) serta jajarannya, erat dengan koalisi Gerindra.""Alhamdulillah perkembangan sekarang pak SBY dan keluarga besar Demokrat sudah mulai pelan-pelan terlibat kerjasama rapat-rapat kerjasama jadi insya Allah solid,"" ucapnya.Diberitakan sebelumnya, Badan Pengawas Pemilu (Bawaslu) menindaklanjuti laporan yang diajukan Federasi Indonesia Bersatu atas tudingan Wasekjen Partai Demokrat Andi Arief soal mahar Rp 500 miliar dari Sandiaga Uno kepada PKS dan PAN.Bawaslu melakukan pemeriksaan terhadap Dua orang pelapor dari Federasi Indonesia Bersatu di kantor Bawaslu, Jakarta Pusat, Senin (20/8). Andi Arief yang ikut dipanggil selaku saksi, tak hadir lantaran tengah ada urusan pribadi. Selanjutnya, Bawaslu berencana melakukan pemeriksaan kepada Sandiaga Uno, serta PKS dan PAN. [rnd]",,
Merdeka7,Naik Moge ke KPU, sekjen parpol kubu Jokowi ingin tunjukkan kegembiraan | merdeka.com,"	 Merdeka.com - Sembilan sekjen parpol Koalisi Indonesia Kerja melengkapi sejumlah berkas, termasuk struktur tim kampanye nasional (TKN) untuk pasangan bakal capres dan cawapres, Joko Widodo dan Ma'ruf Amin ke KPU.Kesembilan sekjen datang sekitar pukul 14.50 WIB dengan motor gede atau 'moge'. Mereka tampil kompak mengenakan kemeja putih dengan dasi merah, layaknya tampilan Presiden Jokowi dalam pembukaan Asian Games 2018.Sekjen PDIP Hasto kristiyanto menyebutkan, mereka datang dengan nuansa kegembiraan.""Hari ini dengan nuansa kegembiraan dalam politik sesuai dengan tradisi kepemimpinan dari bapak Jokowi, maka kami datang seluruh tim kampanye yang ditugaskan oleh bapak presiden dan kiai Ma'ruf,"" ujar Hasto di Gedung KPU RI,  Jakarta Pusat, Senin (20/8).Dia menjelaskan, selain berkas susunan tim kampanye nasional, mereka juga melengkapi dokumen berupa berkas administrasi, termasuk visi dan misi pasangan calon.""Untuk bersama sama datang ke KPU dalam rangka melengkapi kelengkapan dokumen administrasi, didalamnya ada visi misi pasangan calon, ada susunan tim kampanye nasional,"" ucapnya.Sekitar pukul 15.30 WIB, kesembilannya pun kembali menggeber moge yang terparkir di halaman KPU untuk meninggalkan lokasi.Sebelumnya, salah satu sekjen pendukung Jokowi, Arsul Sani mengatakan, kendaraan roda dua tersebut dipilih karena dianggap dapat lebih cepat sampai ke KPU.Dia pun membantah naik moge untuk membalas sindiran sejumlah pihak soal aksi Jokowi mengendarai moge saat menghadiri pembukaan Asian Games di Stadion Gelora Bung Karno yang menuai pro kontra karena dianggap pencitraan.""Ya enggak biar cepat saja karena kalau naik mobil macet lagi. Kalau naik motor kan bisa cepet,"" ungkap Sekjen PPP Arsul Sani di Media Center TKN Jokowi-Maruf di Jalan Cemara, Menteng, Jakarta Pusat, Senin (20/8).Reporter: Yunizafira PutriSumber: Liputan6.com [rnd]",
Merdeka7,Bawaslu bakal panggil Sandiaga, PAN dan PKS soal dugaan mahar politik Rp 500 M | merdeka.com,"	 Merdeka.com - Badan Pengawas Pemilu (Bawaslu) akan melakukan pemanggilan terhadap bakal calon wakil presiden Sandiaga Uno, serta pimpinan PAN dan PKS. Hal itu terkait laporan dugaan mahar Rp 500 miliar oleh Sandiaga kepada PAN dan PKS yang dicuitkan Wasekjen Partai Demokrat Andi Arief.Anggota Bawaslu Fritz Edward Siregar mengatakan pemanggilan itu dilakukan apabila tim yang melakukan pemeriksaan membutuhkan keterangan terlapor. Itu setelah Bawaslu merampungkan pemeriksaan terhadap pelapor yakni Federasi Indonesia Bersatu, dan saksi dari pelapor, Andi Arief.""Kita lihat hasil tim pemeriksa hari ini. Apabila memang akan dibutuhkan akan dipanggil biasanya berdasarkan selama ini untuk menjelaskan fakta terlapor selaku dipanggil oleh Bawaslu,"" kata Fritz di kantor Bawaslu,  Jakarta Pusat, Senin (20/8).Bawaslu menindaklanjuti laporan dugaan mahar politik Rp 500 oleh Sandiaga Uno. Senin (20/8), Bawaslu melakukan pemanggilan kepada pelapor dan Andi Arief guna menjelaskan informasi dugaan mahar tersebut. Namun, Andi Arief tak memenuhi panggilan lantaran ada urusan pribadi.Sementara, kuasa hukum pelapor M Zakir Rasyidin, usai melakukan pemeriksaan mengatakan hanya ditanyakan seputar sumber informasi. Dia mengaku hanya membawa bukti berupa potongan gambar Twitter Andi Arief dan pernyataan di beberapa media.Zakir mengatakan agenda selanjutnya adalah pemeriksaan terlapor. Dia meminta dalam waktu 14 hari, Bawaslu melakukan pemeriksaan terhadap Sandiaga, PAN, atau PKS""Kami minta Bawaslu kalau bisa dalam waktu 14 hari bisa dipanggil,"" ucapnya.Namun, Zakir tak bisa memastikan siapa yang bakal dipanggil terlebih dahulu sebagai terlapor.""Nanti Bawaslu yang jelaskan yang pasti kami laporkan tiga orang,"" ucapnya. [dan]",
Merdeka7,Jika terbukti terima mahar, PKS dan PAN terancam tak bisa usung capres - cawapres | merdeka.com,"	 Merdeka.com - Partai Keadilan Sejahtera (PKS) dan Partai Amanat Nasional (PAN) terancam tidak dapat mengikuti pemilihan presiden lima tahun mendatang apabila terbukti menerima mahar Rp 500 miliar yang disebut-sebut diberikan oleh bakal calon wakil presiden Sandiaga Uno. Anggota Badan Pengawas Pemilu Fritz Edward Siregar mengatakan hal tersebut termaktub dalam Pasal 228 UU Pemilu.""Kita harus lihat ini pasal 228 apakah pemberian dari seseorang kepada parpol untuk jadi capres. Kalau kita hanya mengacu pada pasal itu maka sanksi hanya ke parpol dan itu juga baru untuk tahun 2024 dan tidak ada sanksi ke individual,"" ujarnya di kantor Bawaslu,  Jakarta Pusat, Senin (20/8).Dalam pasal 228, pada ayat 1 menyatakan Partai Politik dilarang menerima imbalan dalam bentuk apapun pada proses pencalonan Presiden dan Wakil Presiden. Pada pasal berikutnya menyatakan apabila terbukti partai politik yang menerima dilarang mengajukan calon pada periode berikutnya. Itu harus memiliki kekuatan hukum tetap melalui persidangan.Fritz menambahkan, partai politik dan individu yang terlibat juga dapat dijerat dengan UU Partai Politik. Namun, hal tersebut masuk kewenangan pidana umum yang tidak masuk ranah penyelidikan Bawaslu.""Ada pembatasan bantuan parpol dimana hukumannya untuk perseorangannya maksimal 6 bulan, untuk pengurus partai adalah satu tahun dan dendanya dua kali dana yang diterima,"" kata dia.Bawaslu juga belum menyelidiki dugaan pelanggaran dana kampanye lantaran KPU belum menetapkan pasangan calon presiden dan wakil presiden. Pelapor juga tak mengungkit hal demikian dalam laporannya.""Pelanggaran dana kampanye baru kita bisa bicara apabila telah memunculkan pasangan calon memenuhi syarat dan dibuka rekening dana kampanye baru bisa kita terhadap pelanggaran dana kampanye,"" kata Fritz.Sebelumnya, Federasi Indonesia Bersatu melaporkan Sandiaga Uno, PKS, dan PAN ke Bawaslu atas tudingan Wasekjen Demokrat Andi Arief terkait mahar Rp 500 miliar. Senin (20/8), Bawaslu mulai menindaklanjuti laporan dengan melakukan pemanggilan kepada dua pelapor beserta Andi Arief. [noe]",
Merdeka7,Tsamara Amany wakili PSI jadi juru bicara Jokowi-Ma'ruf Amin | merdeka.com,"	 Merdeka.com - Ketua Umum Partai Solidaritas Indonesia (PSI) Grace Natalie, memastikan Ketua DPP PSI Tsamara Amany menjadi perwakilan dari partainya sebaga juru bicara Jokowi-Ma'ruf Amin di Pilpres 2019. Grace menyebut, Tsamara akan membicarakan isu-isu strategis semasa kampanye.""Nanti jubir yang akan bicara isu strategis makanya dari setiap partai satu. PSI nanti tunggu pengumuman, kemungkinan Tsamara,"" kata Grace di Balai Sarbini, Semanggi,  Jakarta, Senin (20/8).Posisi PSI, lanjut Grace, siap ditempatkan dalam direktorat konten. Saat ini, Tim Pemenangan Jokowi-Ma'ruf, atau biasa disebut Koalisi Indonesia Kerja (KIK), diketahui memiliki 11 direktorat.""Kami terlibat, kita komunikasi terus. kami akan memegang direktorat konten belum diumumkan tapi. Tapi kemungkinan besar kami akan memegang direktorat konten jubir juga, jadi kita juga dilibatkan secara aktif,"" jelas Grace.Meski partai baru, Grace mengapresiasi kepercayaan segenap partai koalisi yang mempercayakan jabatan kepada partainya tersebut. Dia berharap, kinerja PSI di KIK bisa solid dan menghasilkan peran yang baik.""Timnya solid bagus. Kita akui belum punya kursi di Parlemen tapi PSI mendapat peran yang signifikan,"" ujar dia.Berikut nama-nama 11 direktur di tim kampanye pemenangan Jokowi-Ma'ruf:1. Direktur Perencanaan2. Direktur Konten3. Direktur Komunikasi Politik4. Direktur Media dan Sosmed5. Direktur Kampanye6. Direktur Pemilih Muda7. Direktur Penggalangan dan Jaringan8. Direktur Logistik dan APKB9. Direktur Hukum dan Advokasi10. Direktur Saksi11. Direktur RelawanReporter: M RadityoSumber: Liputan6.com [rzk]",,
Merdeka7,Cak Imin: Siapa yang nawarin Mahfud MD jadi ketua tim pemenangan Jokowi-Ma'ruf? | merdeka.com,"	 Merdeka.com - Ketua Umum Partai Kebangkitan Nasional (PKB) Muhaimin Iskandar alias Cak Imin mengomentari kabar Anggota Dewan Pengarah badan Pembinaan Ideologi Pancasila (BPIP) Mahfud MD yang menolak menjadi ketua tim pemenangan bakal calon presiden dan wakil presiden Presiden Joko Widodo (Jokowi) dan KH Ma'ruf Amin. Dia bahkan mengaku tidak pernah mengetahui siapa pihak yang pernah menawarkan Mahfud.""Saya tidak tahu, siapa yang nawarin Pak Mahfud dan apakah sudah menolak atau menerima saya belum tahu. Siapa yang nawarin juga?,"" kata Cak Imin di Kompleks Parlemen, Senayan,  Jakarta, Senin (20/8).Cak Imin juga tidak mempermasalahkan jika Mahfud menjadi ketua tim pemenangan Prabowo-Sandiaga di Pilpres 2019. Namun, kata dia, koalisi Jokowi tetap berharap mantan Ketua MK itu mendukung Jokowi.""Engga masalah, tahun lalu 2014 juga ada. Tapi ya artinya kalau mau jadi bagian dari Pak Jokowi bagus, itu yang kita harapkan,"" ungkapnya.Diketahui, Mahfud MD angkat suara terkait pertemuan dengan Sudirman Said. Menurut Mahfud, pertemuan tersebut sangat biasa dan sudah sering terjadi, meski kini Sudirman berada di kubu Prabowo Subianto-Sandiaga Uno.""Gini, Sudirman itu teman saya, saya sering berdiskusi tanpa pemihakan politik dengan siapa pun,"" kata Mahfud usai menjadi tamu PSI di Balai Sarbini, Semanggi, Jakarta, Senin (20/8).Mahfud menegaskan tidak ada cikal pertemuan Sudirman untuk menawarkan dirinya bergabung ke Tim Sukses Koalisi Prabowo-Sandiaga. Menurut dia, tugasnya di Badan Pembina Ideologi Pancasila (BPIP), adalah menjadi seorang pejabat negara yang netral dan tak berpihak kemana pun.""Tidak ada tawaran, karena saya berada di BPIP. BPIP ditugaskan presiden untuk menata ideologi, tentu termasuk bagaimana netralitas penyelenggara negara,"" ujarnya. [rzk]",,
OkeZone2,"Prabowo-Sandiaga Bertemu JK, Jubir Wapres: Sowan Saja    : Okezone News",", JAKARTA - Bakal calon presiden dan wakil presiden Prabowo Subianto-Sandiaga Uno menemui Wakil Presiden Jusuf Kalla di rumah dinasnya, Diponegoro, Menteng, Jakarta Pusat pada Rabu (15/8/2018) malam.  Berdasarkan pantauan Okezone, Prabowo datang lebih dulu ke rumah dinas JK. Ia hanya melambaikan tangan ke awak media tanpa turun dari mobil. Sedangkan di belakang Prabowo tampak terlihat Sekjen Gerindra Ahmad Muzani.Tidak lama berselang, Sandiaga Uno yang mengenakan kemeja biru tiba di rumah dinas JK. Ia turun dari mobil lalu melambaikan tangan ke awak media.  Juru Bicara Wapres, Husain Abdullah mengatakan kedatangan Prabowo-Sandiaga hanya silaturahmi saja jelang Pilpres 2019.  ""Iya betul. Sekitar pukul 21.00 WIB Pak Prabowo akan sowan ke rumah dinas pak Wapres. Mungkin karena Pak Wapres kan politisi senior. Sowan aja,"" jelas Husain kepada wartawan.  Hingga kini pertemuan antara JK dan Prabowo-Sandiaga masih berlangsung secara tertutup. Awak media diperkenankan masuk ke dalam teras rumah dinas JK menunggu keterangan pers.           (wal)",,
